"stock1","stock2","dead1","dead2"
0,0,6,4
0,0,48,47
0,0,8,7
84,100,50,50
0,0,9,11
0,0,43,44
0,0,2,3
95,111,50,50
150,64,50,50
0,0,47,46
0,0,13,11
89,92,50,50
0,0,16,16
85,65,50,50
81,167,50,50
0,0,16,20
0,0,24,23
0,0,27,26
0,0,11,11
64,3,50,47
0,0,16,16
0,0,18,16
159,64,50,50
0,0,25,26
0,0,4,5
0,0,14,16
0,0,19,18
0,0,13,17
114,69,50,44
0,0,18,15
0,0,8,8
0,0,7,5
0,0,21,21
0,0,43,34
243,64,50,50
0,0,13,11
127,259,50,50
0,0,24,24
0,0,36,33
0,0,30,26
0,0,17,14
0,0,15,17
72,64,50,50
64,0,50,50
0,0,4,7
0,0,8,9
195,72,50,50
0,0,21,20
0,0,5,7
317,125,50,50
0,0,9,10
0,0,16,18
0,0,13,13
64,73,50,50
0,0,9,5
0,0,35,35
0,0,22,19
0,0,36,35
138,90,50,50
0,0,18,18
0,0,24,23
0,0,28,28
0,0,19,18
0,0,26,28
0,0,9,8
0,0,4,2
103,64,50,46
64,69,50,50
0,0,15,14
0,0,30,27
145,123,50,50
152,66,50,42
0,0,44,43
64,0,50,48
0,0,25,23
187,92,50,50
0,0,23,25
0,0,35,34
0,0,13,15
0,0,8,7
86,175,50,50
0,0,11,9
106,0,50,49
82,104,50,50
0,0,8,7
0,0,2,4
64,1,50,49
173,144,50,50
0,0,18,19
122,87,50,50
0,0,34,32
0,0,10,11
0,0,8,4
0,0,11,11
0,0,16,15
142,73,50,50
195,88,50,50
0,0,28,25
0,0,12,8
0,0,40,39
0,0,4,5
0,0,26,26
0,0,20,22
116,86,50,50
0,0,31,28
153,115,50,50
0,0,6,5
0,0,22,17
0,0,24,23
147,117,50,50
0,0,8,9
0,0,13,13
0,0,4,4
0,0,17,17
0,0,17,21
0,0,8,13
0,0,6,6
0,0,30,32
180,72,50,50
0,0,14,13
0,0,21,18
0,0,26,25
0,0,27,23
75,91,50,50
247,64,50,50
161,340,50,50
0,0,6,5
0,0,20,23
0,0,17,16
0,0,23,18
71,68,50,50
121,64,50,50
201,148,50,50
0,0,27,26
169,74,50,50
0,0,21,20
0,0,15,12
0,0,14,16
0,0,15,17
0,0,7,5
0,0,27,25
0,0,13,13
