"stock1","stock2","dead1","dead2"
0,0,5,2
251,0,50,3
80,0,50,12
0,0,2,13
205,187,50,50
0,0,33,26
101,214,50,50
0,0,5,3
0,0,12,14
0,0,43,6
0,0,42,4
248,141,50,50
0,0,3,4
78,158,50,50
0,0,10,2
0,0,28,2
73,0,50,37
0,0,36,32
414,0,50,3
77,82,50,50
0,0,4,10
0,0,4,13
0,0,48,45
165,0,50,6
0,0,33,10
0,0,23,20
73,161,50,50
203,108,50,50
0,0,14,18
162,169,50,50
137,0,50,38
0,0,5,11
0,0,12,3
106,85,50,50
0,0,15,9
0,0,4,12
253,0,50,5
72,0,50,49
0,0,35,14
