"stock1","stock2","dead1","dead2"
123,64,50,50
0,0,6,3
0,0,43,2
0,0,21,18
0,0,7,8
0,0,12,16
91,0,50,11
180,0,50,20
72,0,50,36
253,0,50,43
498,0,50,26
244,70,50,50
0,0,18,7
0,0,2,4
0,0,9,12
217,64,50,50
0,0,8,7
0,0,4,6
0,0,7,9
0,0,11,11
212,0,50,44
0,0,14,15
0,0,15,4
600,0,50,32
0,0,6,6
210,0,50,18
117,0,50,25
93,0,50,20
176,64,50,50
0,0,38,28
142,0,50,40
0,0,35,30
0,0,3,3
162,0,50,2
0,0,15,20
0,0,16,21
0,0,20,18
318,0,50,36
0,0,6,5
0,0,4,6
0,0,33,11
95,69,50,50
174,0,50,5
0,0,31,31
0,0,8,2
161,0,50,2
86,0,50,44
0,0,4,6
0,0,15,16
0,0,3,2
222,0,50,2
0,0,37,37
93,0,50,6
281,64,50,50
0,0,11,13
0,0,3,2
0,0,12,5
0,0,36,38
101,0,50,32
0,0,12,14
242,67,50,50
0,0,26,9
0,0,5,6
0,0,3,3
0,0,19,22
0,0,3,4
345,65,50,50
0,0,49,2
0,0,13,14
0,0,39,31
0,0,31,27
0,0,18,19
227,71,50,50
0,0,38,38
0,0,18,20
0,0,12,13
0,0,4,5
0,0,7,8
0,0,8,11
0,0,3,3
164,65,50,50
0,0,28,29
117,0,50,32
0,0,22,19
0,0,31,30
0,0,5,10
0,0,12,14
0,0,25,26
217,0,50,50
73,0,50,9
0,0,9,8
0,0,34,27
0,0,20,17
0,0,35,32
0,0,7,4
0,0,46,10
0,0,22,23
0,0,48,8
0,0,7,7
64,0,50,50
107,68,50,50
0,0,13,11
0,0,14,16
0,0,10,12
89,65,50,50
0,0,37,37
2,64,47,50
0,0,27,3
147,0,50,3
0,0,8,10
0,65,46,50
124,0,50,5
0,0,32,36
0,0,2,3
0,0,8,7
155,0,50,3
0,0,22,23
0,0,14,18
0,0,7,10
0,0,21,14
320,0,50,35
82,69,50,50
159,0,50,21
206,0,50,49
0,0,49,38
169,0,50,50
77,0,50,39
80,64,50,50
0,0,11,6
0,0,15,17
0,64,50,50
230,0,50,34
0,0,3,2
146,0,50,45
0,0,37,40
0,0,43,30
0,0,23,12
0,0,5,7
417,64,50,50
352,0,50,37
0,0,31,30
0,0,3,7
166,65,50,50
540,0,50,11
93,64,50,50
0,0,11,14
0,0,8,10
0,0,31,29
0,0,10,4
108,0,50,31
0,0,38,12
0,0,4,4
0,0,24,19
156,64,50,50
0,0,9,7
0,0,18,8
470,0,50,30
145,65,50,50
0,0,13,18
110,0,50,8
0,0,5,6
0,0,3,6
0,0,10,9
0,0,13,15
159,0,50,19
72,0,50,34
364,0,50,34
0,0,27,2
0,0,6,7
175,0,50,31
152,0,50,48
0,0,3,3
68,73,50,50
0,0,4,5
0,0,10,12
372,0,50,23
0,0,18,8
0,0,5,5
0,0,41,35
0,0,7,9
0,0,28,27
0,0,36,21
0,0,28,30
0,0,9,10
189,0,50,8
147,64,50,50
0,0,4,5
0,0,12,6
0,0,6,8
0,0,15,3
375,64,50,50
0,0,9,6
0,0,8,3
0,0,48,49
0,0,5,9
0,0,46,4
0,0,5,3
363,0,50,47
168,80,50,50
0,0,3,3
0,0,9,9
0,0,22,24
0,0,19,12
0,0,17,19
0,0,29,30
0,0,12,12
234,64,50,50
0,0,46,37
0,0,3,6
0,0,21,22
0,0,4,6
0,0,17,19
0,0,17,2
178,64,50,50
0,0,42,43
0,0,31,15
0,0,14,9
103,0,50,49
0,0,46,48
144,66,50,50
0,0,16,17
0,0,12,12
0,0,4,2
0,0,27,28
238,0,50,30
0,0,27,2
0,0,2,3
0,0,23,23
101,0,50,24
94,64,50,50
0,0,15,4
0,0,17,17
0,0,23,10
213,0,50,16
0,0,7,5
0,0,18,18
0,0,9,9
159,0,50,11
181,64,50,50
87,64,50,50
64,64,50,50
305,0,50,26
0,0,19,19
0,0,2,3
0,0,19,23
0,0,3,5
0,0,25,8
180,64,50,50
0,0,27,28
111,0,50,7
0,0,11,14
0,0,37,39
0,0,9,9
202,0,50,41
56,0,50,5
0,0,14,8
258,71,50,50
525,64,50,50
0,0,20,2
0,0,7,6
0,0,11,12
208,0,50,27
0,0,29,12
318,0,50,36
0,0,42,38
0,0,18,17
0,0,9,7
0,0,34,36
168,0,50,41
105,0,50,2
0,0,24,12
0,0,41,41
0,0,5,6
0,0,14,16
0,0,17,18
114,0,50,39
0,0,7,7
0,0,26,16
0,0,19,5
171,0,50,10
133,0,50,41
0,0,12,11
0,0,12,14
0,0,39,39
211,67,50,50
155,0,50,5
0,0,41,42
0,0,18,19
173,0,50,24
6,64,49,50
291,0,50,13
0,0,5,4
168,0,50,17
69,0,50,46
355,64,50,50
0,0,15,18
115,64,50,50
0,0,48,50
284,80,50,50
0,0,6,7
0,0,13,14
0,0,24,25
0,0,13,16
0,0,5,6
0,0,13,14
0,0,4,3
0,0,42,12
143,64,50,50
0,0,6,7
94,70,50,50
114,66,50,50
0,0,28,29
269,64,50,50
0,0,35,16
0,0,29,30
0,0,6,10
0,0,4,7
0,0,34,35
180,70,50,50
275,64,50,50
0,0,17,18
170,0,50,41
242,65,50,50
0,0,22,23
370,64,50,50
0,0,18,20
0,0,7,8
162,0,50,32
0,0,48,25
0,0,17,10
180,64,50,50
0,0,12,12
0,0,9,6
0,0,4,3
0,0,44,19
0,0,3,2
96,0,50,36
0,0,6,9
202,69,50,50
0,0,4,2
0,0,27,6
0,0,10,10
0,0,4,4
107,71,50,50
0,0,20,21
168,0,50,19
0,0,39,27
388,64,50,50
128,66,50,50
107,0,50,30
114,0,50,4
426,64,50,50
0,0,28,14
0,0,31,14
0,0,27,26
0,0,17,17
145,0,50,15
183,69,50,50
0,0,41,43
0,0,12,13
0,0,2,2
290,72,50,50
0,0,14,16
168,0,50,5
0,0,10,13
0,0,22,23
216,0,50,2
0,0,15,10
0,0,18,19
0,0,24,26
345,0,50,18
0,0,14,2
0,0,7,6
0,0,12,14
0,0,15,18
106,68,50,50
0,0,47,39
69,64,50,50
0,0,32,35
0,0,12,14
0,0,3,2
0,0,48,19
0,0,22,23
0,0,20,17
104,64,50,50
161,0,50,8
180,0,50,4
109,0,50,8
0,0,7,3
0,0,22,23
98,0,50,2
167,64,50,50
0,0,18,19
0,68,49,50
0,0,5,7
93,0,50,49
124,0,50,2
0,0,16,19
167,0,50,9
0,0,38,2
213,68,50,50
83,64,50,50
0,0,3,2
0,0,11,12
112,0,50,32
72,0,50,30
0,0,24,25
0,0,40,41
0,0,19,20
223,65,50,50
303,75,50,50
0,0,21,9
99,68,50,50
109,0,50,13
0,0,33,36
0,0,9,6
0,0,10,14
99,0,50,25
295,69,50,50
0,0,19,12
252,64,50,50
318,64,50,50
0,0,3,3
191,0,50,16
0,0,18,18
0,0,3,4
0,0,2,2
0,0,29,32
65,0,50,20
0,0,48,46
0,0,13,15
161,64,50,50
140,0,50,4
0,0,38,3
0,0,10,4
215,0,50,47
0,0,7,10
0,0,21,23
0,0,6,8
97,0,50,32
103,0,50,20
89,64,50,50
67,64,50,50
503,64,50,50
0,0,4,3
0,0,10,11
314,64,50,50
377,68,50,50
0,0,20,15
0,0,3,3
138,69,50,50
0,0,2,3
76,0,50,15
196,0,50,3
0,0,3,4
4,69,45,50
0,0,30,24
87,0,50,11
0,0,6,8
160,0,50,33
0,0,30,31
177,64,50,50
0,0,3,5
0,0,13,2
273,64,50,50
80,0,50,15
0,0,36,36
0,0,2,4
0,0,13,13
0,0,4,3
0,0,7,8
0,0,8,9
202,64,50,50
0,0,10,7
0,0,11,10
0,0,4,3
0,0,8,9
121,0,50,18
0,0,37,37
0,0,50,50
0,0,17,8
0,0,25,27
0,0,43,33
0,0,20,22
0,0,17,19
240,0,50,49
159,66,50,50
0,0,10,6
0,0,17,19
0,0,8,4
197,68,50,50
204,71,50,50
0,0,7,2
0,0,36,15
0,0,26,7
0,0,19,21
0,0,23,20
0,0,19,20
0,0,9,11
104,64,50,50
0,0,6,6
161,67,50,50
0,0,26,4
0,0,44,18
430,64,50,50
0,0,3,4
161,64,50,50
0,0,46,48
0,0,3,4
0,0,12,7
120,0,50,22
0,0,11,12
0,0,38,39
0,0,2,8
0,0,11,12
0,0,9,9
0,0,16,19
101,64,50,50
116,0,50,33
0,0,49,7
78,0,50,46
0,0,7,6
131,68,50,50
0,0,5,4
0,0,20,20
163,64,50,50
0,0,27,28
0,0,11,2
0,0,4,3
340,76,50,50
0,0,14,2
0,0,25,23
0,0,16,17
105,0,50,5
0,0,7,9
193,0,50,37
0,0,41,21
193,64,50,50
600,65,50,50
0,0,17,17
73,0,50,47
0,0,17,7
0,0,13,2
170,0,50,14
0,0,4,6
0,0,26,26
0,0,15,19
245,0,50,47
0,0,4,3
0,0,2,5
160,0,50,16
68,0,50,48
168,69,50,50
119,0,50,32
0,0,10,3
0,0,11,9
0,0,43,37
371,0,50,23
182,66,50,50
0,0,5,8
0,0,3,5
0,0,20,22
373,64,50,50
0,0,10,10
0,0,16,19
71,0,50,28
275,66,50,50
0,0,39,41
0,0,28,30
0,0,25,3
175,0,50,14
0,0,7,7
0,0,26,29
429,67,50,50
0,0,4,3
0,0,36,37
103,0,50,20
0,0,20,23
0,0,35,35
246,64,50,50
0,0,20,22
0,0,8,12
302,0,50,44
99,0,50,7
337,65,50,50
0,0,4,5
0,0,3,3
0,0,31,18
0,0,2,3
89,74,50,50
0,0,12,13
98,64,50,50
180,0,50,12
0,0,13,14
0,0,36,37
271,64,50,50
0,0,7,7
